id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
325,Mocycline,mocycline IV,Serum Institute,Antibiotic,Sulfonamide,76203-604-87,12.03,Effervescent Tablet,"500 mg Effervescent Tablet, 20 Effervescent Tablets per bottle. Typical dosing: twice daily.","mocycline demonstrates bactericidal activity against a wide spectrum of pathogens commonly associated with respiratory, skin, and urinary tract infections.

Mechanism of Action: mocycline works by disrupting bacterial cell membrane integrity, leading to cell death.

Pharmacokinetics: Well absorbed through transdermal application. Low protein binding (<30%). Subject to minimal metabolism, with most of the drug excreted unchanged. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Concurrent use of contraindicated medications; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Candidiasis, Nausea, Pruritus, Vomiting.",,486
326,Repril,AL-repril Hydrochloride,Alkem Laboratories,Nutritional,Amino Acid,32578-510-44,19.08,Ophthalmic Ointment,"10.0 % Ophthalmic Ointment, 50 g tube. Typical dosing: as directed by physician.","repril is indicated for therapeutic applications related to nutritional conditions.

Mechanism of Action: repril works by counteracting pathological changes in tissue function.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Moderately protein-bound (approximately 60-80%). Metabolized via non-CYP450 pathways. Prolonged half-life allowing once-daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Vomiting, Fatigue, Pruritus, Headache.",,1026
327,Glirubicin,glirubicin Calcium Plus,Regeneron,Hormonal,Oxytocic,58077-815-11,34.61,Topical Gel,"0.025 % Topical Gel, 50 g tube. Typical dosing: once daily.","glirubicin is indicated for therapeutic applications related to hormonal conditions.

Mechanism of Action: glirubicin works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Crosses the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Diarrhea, Abdominal pain, Pruritus, Headache.",,280
328,Sifloxacin,sifloxacin Calcium,Cipla,Ophthalmological,Antiglaucoma,29669-930-30,36.2,Topical Gel,"0.05 % Topical Gel, 30 g tube. Typical dosing: three times daily.","sifloxacin is a antiglaucoma medication classified under ophthalmological drugs.

Mechanism of Action: sifloxacin works by binding to specific receptors in target tissues.

Pharmacokinetics: Slowly absorbed after oral administration. Widely distributed throughout body tissues. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Diarrhea, Nausea, Dizziness, Pruritus, Fatigue.",,349
329,Befibrate,befibrate,Sun Pharmaceutical,Antidiabetic,GLP-1 Receptor Agonist,69972-566-66,231.22,Buccal Tablet,"50.0 mg Buccal Tablet, 120 Buccal Tablets per bottle. Typical dosing: with meals.","befibrate is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes.

Mechanism of Action: befibrate works by stimulating insulin release from pancreatic beta cells.

Pharmacokinetics: Absorption is enhanced when taken with food. Does not significantly penetrate the blood-brain barrier. Metabolism shows significant inter-individual variability. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Acute or chronic metabolic acidosis; Severe renal impairment (GFR < 30 mL/min); Pregnancy and lactation; Type 1 diabetes mellitus (for certain antidiabetic classes).

Common Adverse Effects: Genital mycotic infections, Fatigue, Dizziness, Headache.","CYP3A4,IFNL3,HLA-B*5701",591
330,Clociclovir,clociclovir Calcium,Baxter International,Antiparasitic,Antimalarial,83504-245-31,54.61,Vaginal Cream,"20 mg Vaginal Cream, 30 g tube. Typical dosing: three times daily.","clociclovir is a antimalarial medication classified under antiparasitic drugs.

Mechanism of Action: clociclovir works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is enhanced when taken with food. Widely distributed throughout body tissues. Metabolized to active metabolites that contribute to the therapeutic effect. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Headache, Pruritus, Vomiting, Rash, Fatigue, Abdominal pain, Nausea.",,672
331,Navir,navir,Eli Lilly,Otological,Anti-Infective,95866-828-34,37.53,Dispersible Tablet,"25 mg Dispersible Tablet, 20 Dispersible Tablets per bottle. Typical dosing: once daily.","navir is used in the treatment of conditions requiring otological therapy.

Mechanism of Action: navir works by enhancing physiological defense mechanisms.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Low protein binding (<30%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Fatigue, Dizziness, Pruritus, Vomiting, Abdominal pain, Headache, Rash.",,501
332,Tioxacin,tioxacin Sulfate,Merck,Antibiotic,Sulfonamide,95627-279-40,74.42,Rectal Suppository,"100 mg Rectal Suppository, 10 units per package. Typical dosing: four times daily.","tioxacin is indicated for the treatment of infections caused by susceptible strains of designated microorganisms.

Mechanism of Action: tioxacin works by binding to the 30S ribosomal subunit, inhibiting bacterial protein synthesis.

Pharmacokinetics: Slowly absorbed after oral administration. Widely distributed throughout body tissues. Metabolized to active metabolites that contribute to the therapeutic effect. Elimination rate depends on hepatic function.

Contraindications: Hypersensitivity to the active substance or any of the excipients; History of antibiotic-associated colitis; Severe hepatic impairment; Known bacterial resistance; Myasthenia gravis (for certain antibiotic classes).

Common Adverse Effects: Rash, Photosensitivity, Dizziness, Tooth discoloration.","CYP2E1,CFTR,MTHFR",676
333,Hydipine,hydipine Sulfate,Strides Pharma,Antiviral,Nucleoside Analog,30857-122-16,1451.84,Transdermal Patch,"400 mcg/h Transdermal Patch, 7 patches per box. Typical dosing: three times daily.","hydipine is a nucleoside analog medication classified under antiviral drugs.

Mechanism of Action: hydipine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Highly protein-bound (approximately 90-95%). Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Pruritus, Nausea, Fatigue.",,523
334,Cethiazide,cethiazide,Novo Nordisk,Nutritional,Electrolyte,70675-320-59,44.8,Vaginal Tablet,"5 mg Vaginal Tablet, 50 Vaginal Tablets per bottle. Typical dosing: twice daily.","cethiazide is a electrolyte medication classified under nutritional drugs.

Mechanism of Action: cethiazide works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Moderately protein-bound (approximately 60-80%). Metabolized to active metabolites that contribute to the therapeutic effect. Elimination rate depends on hepatic function.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Pruritus, Fatigue, Nausea, Rash, Diarrhea.",,368
335,Micycline,Glemicycline HCT,Glenmark,Antiparasitic,Antihelminthic,64016-785-50,20.72,Vaginal Tablet,"500 mg Vaginal Tablet, 14 Vaginal Tablets per bottle. Typical dosing: once daily.","micycline is a antihelminthic medication classified under antiparasitic drugs.

Mechanism of Action: micycline works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Slowly absorbed after oral administration. Accumulates in adipose tissue due to lipophilic properties. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Eliminated through both renal and biliary routes.

Contraindications: Pregnancy and lactation; Severe renal impairment; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Fatigue, Pruritus, Abdominal pain, Rash.",DPYD,367
336,Kegliptin,kegliptin,Sanofi,Otological,Anti-Inflammatory,75068-819-35,25.72,Oral Suspension,"0.5 % Oral Suspension, 30 mL bottle. Typical dosing: once daily.","kegliptin belongs to the class of anti-inflammatory agents within the otological category.

Mechanism of Action: kegliptin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is reduced when taken with food. Crosses the blood-brain barrier. Metabolized to active metabolites that contribute to the therapeutic effect. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Diarrhea, Rash, Vomiting, Dizziness, Headache, Pruritus.",,189
337,Rozolam,BI-rozolam,Baxter International,Central Nervous System,Benzodiazepine,33781-539-24,158.49,Extended-Release Capsule,"10.0 mg Extended-Release Capsule, 10 Extended-Release Capsules per bottle. Typical dosing: once daily.","rozolam is indicated for the management of chronic pain conditions through its action on central pain pathways.

Mechanism of Action: rozolam works by enhancing GABAergic neurotransmission, producing anxiolytic and sedative effects.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Distribution limited primarily to the vascular compartment. Metabolized through multiple pathways with no single dominant route. Eliminated through both renal and biliary routes.

Contraindications: Pregnancy and lactation; Severe renal impairment; Seizure disorders; Angle-closure glaucoma.

Common Adverse Effects: Paresthesia, Rash, Vomiting, Headache, Nausea, Tremor.",,583
338,Raridone,raridone,Serum Institute,Antiviral,Protease Inhibitor,55344-663-23,343.22,Tablet,"1.0 g Tablet, 100 Tablets per bottle. Typical dosing: as directed by physician.","raridone is a protease inhibitor medication classified under antiviral drugs.

Mechanism of Action: raridone works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Clearance is reduced in patients with renal impairment.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Diarrhea, Abdominal pain, Fatigue, Pruritus.",VKORC1,418
